word,definition
Opening,"1. Puka; wahi hamama. 2. Wahi e komo ai. 3. Opening in the woods, kipuka."
Vesper,"Ahiahi. Vesper bell, bele pule ahiahi."
Gibberish,He olelo namunamu wale.
End,"Ka hopena. The end of all things, ka hopena o na mea a pau. 2. Ka piko. End of a rope, ka piko o ke kaula. 3. Ke kala. End of a house, ke kala o ka hale. SYN. gable. 4. Welau. End of a board, ka welau o ka papa. Ends of the earth, na welau o ka honua."
End,E hoopau; e hoo-oki.
Taunt,v. E loiloi; e nuku. SYN. sneer at.
Favor,"n. 1. Lokomaikai. SYN. kindness. 2. He kokua. To do a favor, e kokua lokomaikai."
Favor,v. 1. E kokua lokomaikai. 2. E maliu.
Drill,1. Wili puka liilii. 2. Paikau. SYN military drill.
Needle,Kuikele; kui humuhumu
Then,adv. 1. Ia wa: ia manawa. 2. Conj. Alaila.
Speak,Ekemu; e kamailio; e haiolelo.
Wrong,adj. Hewa; pono ole.
Currycomb,n. Kahi no ka lio.
Grand,Nani; kamahao.
Ability,He mana hooko. SYN. capacity.
Deny,E hoole.
Freeze,E make i ke anu. 2. E paa i ke anu. SYN. congeal.
Beast,n. He holoholona.
Cheap,adj. Kumukuai haahaa; makepono.
Auction,Kudala.
Peril,Popilikia.
Share,He mahele; haawina.
Abhor,"E hoopailua loa. SYN. loathe; abominate. Abhor evil, e hoopailua loa i ka hewa."
Counter,Ka papa kuai o na hale kuai.
Counter,"Ku-e'. To go counter to good advice, e hele ku-e' i ka olelo ao maikai."
Squat,Poupou.
Tolerant,Ahonui; laulea. SYN. indulgent.
Mangle,Haihai a weluwelu.
Grudge,E aua.
Grudge,He hoomauhala.
Footstool,Kehina wawae.
Languid,"1, Nipo; nipoa. SYN. listless. 2. Onawaliwali."
Splendid,Nani; kamahao.
Hilly,Apuupuu.
Applaud,"Ap-plaud', v. E mahalo; e mahalo me ka pai lima."
Threat,Olelo hooweliweli.
Cheek,n. 1. Papalina. 2. Ano honekoa.
Picture,He kii.
Picture,E noonoo mehe kii la.
Despise,E hoowaha'waha'; e hoopailua ma ka naau. SYN. disdain.
Torment,E hoomaau; e hoopilikia; e hana ino.
Torment,1. Eha nui. 2. Mea hoopilikia nui.
Stubborn,1. Paakiki; nuha. 2. Huakeeo. SYN. stubborn in wickedness.
Talent,n. 1. Talena. 2. Noeau; akamai. SYN. ability.
SomerSault,He kulou poo; kuwala.
Proselyte,E kaana.
Chalk,n. Po'ho.
Oust,E hookuke; e kipaku. SYN. eject.
Shatter,E nahaha liilii; e wawahi liilii.
Rally,E alu mai; e eu; e hooeuen. 2. Hoohenehene; loiloi.
Greens,"pl. Na ai i like me ka luau, ha'ha', limu etc."
Guardian,He kahu ma ke k-anawai
Cleanse,E huikala; hoomaemae.
Bush,Laalaau.
Dusk,Liula'; molehulehu. SYN. twilight.
Backslide,"Băєk-slīde', v. E haalele i ka pono."
Range,"E holoholo. The cattle range over the pastures, holoholo na bipi ma ke kula."
Range,"1. Lalani. SYN. row. 2. Within range of the gun, ma kahi i hiki ai ka pu. 3. Within range of vision, ma kahi i hiki ai ka maka. 4. Kahi e holoholo ai; he aina kula. A cattle range, he aina kula no na holoholona."
Cone,n. Puuoa.
Coil,E owili; hoolapuu'.
Coil,He owili.
Persecute,E hooino; hoomaau'.
Volume,"1. He buke. 2. Volume of smoke, he punohu uahi. 3. Volume of water, mahele o ka wai."
Colon,Kiko kolona ( : ).
Sawdust,okaoka papa.
Dress,"1. E hookomo lole. SYN. clothe. 2. E hoomakaukau. SYN. prepare. To dress food, e hoomakaukau i ai. 3. E wahi'. SYN. bind up. To dress a wound, e wahi' i ka eha. 4. To dress a line of soldiers, e hoopololei i ka lalani koa."
Dress,1. Lole komo. SYN. clothes. 2. Holoku'. 3. He uhi no kela me keia mea. SYN. covering.
Delightful,Hauoli piha; lea maoli.
Comparison,Ka hoohalike ana.
Horn,1. He hao ; he kiwi. 2. Ohe puhi keleawe.
Folder,Mea opiopi.
Moan,E uhu'; e uwe.
One,Hookahi; kekahi.
Transient,No ka wa pokole.
Parish,Apana ekalesia.
Salvation,Ola; Ola Mau Loa.
Ignore,E ike ole aku; e nana oleaku.
Floor,n. Papahele.
Rack,"E kupaka. Racked with pain, kupaka i ka eha."
Ugly,Inoino; pou'hu.
Commit,"1. E hana. SYN. do; perform. Commit a crime, e hana i ke karaima. 2. E hooili. SYN. send. Commit to prison, e hooili i ka hale paahao. 3. E waiho; Commit to one's care, e waiho malalo o ka malu o mea. 4. E hoopaa. To commit to memory, e hoopaa naau."
Octave,Na leo ewalu o ke mele.
Issue,E puka mai.
Issue,1. Na keiki ponoi; na mamo. 2. Ka hopena. SYN. result.
Filter,n. He mea kanana wai.
Filter,v. E hoo-kulu hoomaemae i ka wai.
Sport,Paani; lealea. SYN. play; fun.
Put,E waiho.
Tournament,Lealea kau lio o ka wa kahiko.
Peddler,He piele; mea maauauwa.
Indicate,v. E kuhikuhi. SYN. show; point out.
Assign,"v. 1. E haawi. assign this work to you, ke haawi nei au i keia hana ia oe. I assign no reason,aole au e haawi i kumu. 2. To assign a limit,e kau i palena. 3. To assign a day, e kuhikuhi i la. 4. To assign counsel to prisoner, e hookoho i kokua no ka lawehala. 5. To assign property, e waiho i ka waiwai ma ka lima o hai. 6. To assign a portion, e mahele i haawina."
Assign,"E haawi. assign this work to you, ke haawi nei au i keia hana ia oe. I assign no reason,aole au e haawi i kumu. To assign a limit,e kau i palena. To assign a day, e kuhikuhi i la. To assign counsel to prisoner, e hookoho i kokua no ka lawehala. To assign property, e waiho i ka waiwai ma ka lima o hai. To assign a portion, e mahele i haawina."
Fig,n. Fiku.
Plenty,Ka lawa pono; ka lako pono.
Laborer,Kanaka hana; paahana; paaua. SYN. workman.
Parallel,Kaha moe like.
Parallel,Moe like.
Sediment,Oka; maku. SYN. dregs.
Intense,"Nui loa. Intense heat, wela nui loa."
Conceive,1. E hapai keiki. 2. E hooulu i ka noonoo. SYN. devise. 3. E hoomaopopo. SYN. understand; comprehend; suppose.
Quorum,Ka hapa e lawa pono ai ka hana.
Derision,Loiloi; henehene. SYN. ridicule.
Prostrate,1. Hina ilalo; kulai ia. 2. Luuluu.
Prostrate,E kulou; e kulai iho.
Compute,E helu.
Pond,He kiowai; loko wai uuku.
Diagonal,He kaha hi-o'.
Circle,"n. 1. Poai poepoe. 2. He poe. Circle of friends, poe makamaka."
Circle,v. E poai a puni: e kaapuni.
Ghost,Uhane lapu.
Cuff,v. E pai me ka lima.
Batter,n. Palaoa i kawiliia a lahilahi.
Fence,n. He pa laau.
Fence,v. E ka'ka'pahi.
Medicinal,adj. Ano laau lapaau.
Dexterous,Akamai; noeau ma na hana o ka lima. SYN. skilful; expert.
Appease,"Ap-pēase', v. E hoo-na; e hoolaulea; e malili."
Whim,He manao i ulu wale mai.
Beard,n. Umiumi.
Bottle,He omole; huewai.
Manofwar,Moku manuwa'.
Above,Kiekie ae; maluna'e.
Transplant,E hehu; e kanu ma kahi e.
Ridge,Kualapa.
Straddle,E kihelei.
Astray,"adv. Auwana; hewa. To go astray, e hele hewa; ehele auwana."
Astray,"Auwana; hewa. To go astray, e hele hewa; ehele auwana."
Have,"1. E loaa. SYN. possess. 2, He haina kokua 1 na haina e ae; e hoike ana no ka wa i hala."
Special,Wae ia; ku i ka wa.
Prank,n. Hana paani; hana lealea. SYN. frolic.
Separate,Kaawale; okoa.
Possessor,Ka ona; ka haku.
Clause,1. He pauku olelo. SYN. paragraph. 2. He mamala o ka hopuna olelo okoa.
Deadly,"adj. 1. Make. Deadly poison, laau make. 2. Imi ola. Deadly enemy, enemi imi ola."
Fork,"1. He o. 2. Kahi e manamana ai. The fork of a river, kahi e manamana ai ka muliwai; or, he manamana o ka muliwai."
Poker,Hao hoala ahi.
Able,"1. Makaukau. SYN. capable. An able man he kanaka makaukau. 2. Hiki. SYN. can. Are you able to do this, hiki anei ia oe ke liana i keia?"
Hydrant,Kiowai.
Unique,) Luaole; ano e loa.
Wing,"1. Eheu; pekekeu. SYN. pinion. 2. Hale i pakuiia i kekahi hale. 3. He mahele o ka puali koa. Right wing, ka puali ma ka akau."
Wing,E lele.
River,Muliwai.
Porpoise,Naia.
Idle,Nohowale; hana ole.
Idle,E noho wale; e hoopalaleha; e liloa.
Verbal,Hai waha; olelo waha. SYN. oral.
Grandchild,He moopuna.
Hyphen,Kiko moe (-).
Drop,"1. He kulu. A drop of water, he kulu wai 2. Paka. A drop of rain, he paka u-a."
Drop,E haule; e hookaule.
Accelerate,E hoomama; ehoohikiwawe; e awiwi. SYN. hasten.
Paramount,Ano nui; koikoi.
Covert,n. Wahi e pee ai.
Covert,"adj. Maalea; huna ia. A covert meaning, he ano huna. SYN. hidden."
Foremost,"1. Ka mua loa. 2. The foremost boy in school, ke keiki pookela o ke kula."
Big,"Bĭg, adj. Nui; nunui. SYN. large."
Butcher,"Kanaka loli bipi, kao, hipa, etc."
Lobby,1. Ke keena mawaho ae o ke keena ahaolelo.
Lobby,E paipai bila kanawai.
Purge,1. E hoomaemae; e kala. 2. E naha'; hoo naha'.
Cache,He ahu ai i hunaia.
Trick,1. Hana akamai. SYN. juggle; sleight. 2. Hana apiki; hana maalea. SYN. cheat. 3. Ano. SYN. trait.
Murder,Pepehi kanaka me ka manao ino.
Postscript,a. Olelo pakui no ka palapala.
Recipient,Mea nana e loaa.
Momentum,Kanee ana.
Interrupt,"1. E keakea. Interrupt conversation, e hookeakea i ke kamailio. 2. E boopilikia wale. Interrupt the work, e boopilikia i ka hana."
Interrupt,"E keakea. Interrupt conversation, e hookeakea i ke kamailio. 2. E boopilikia wale. Interrupt the work, e boopilikia i ka hana."
Placate,E hoomalielie; hoolaulea. SYN. appease.
Funeral,Halawai hoolewa kupapau.
Magnitude,"Ka nui. SYN. bulk; greatness. Magnitude of the undertaking, ka nui o ka hana."
History,Moolelo o ka wa i hala.
Piety,"1. Aloha. Filial piety, aloha o ke keiki i ka makua. 2. Haipule."
Nutritious,"Hooikaika. Nutritious food, ai hooikaika kino."
Stitch,E humuhumu; e meu; e hono.
Stitch,1. Hookahi o ana o ke kuikele. 2. He umii.
Freedom,Kuokoa; ku i ka wa.
Sweetheart,n. He ipo. SYN. lover.
Alongside,Pili aoao. Alongside of the Wharf. pili aoao i ka uwapo.
Only,Wale no.
Bristle,Hulu manoanoa ma ke kua o ka puaa.
Wheeze,E hanou.
Domestic,"1. Pili i ka ohana. Domestic duties, na pono ohana. 2. Kuloko. Domestic news, nuhou kuloko."
Domestic,He ohua no ka ohana.
Match,1. He kukaepele hoo-a ahl 2. He lua like. 3. He mare. 4. He paio. SYN. contest.
Match,v. 4. E imi i ka like. 2. E aumeume ma ka paio.
Glossy,Hinuhinu; pahoehoe.
Ebony,"Laau paa, eleele."
Overrun,E uhi paapu; e hooholo nui.
Diary,Buke kakau la.
Arena,"n. Wahi akea, kahi i hookoia'i kela me keia hana akea."
Invent,1. E loaa mamuli o ka noonoo ana. 2. E noonoo a bana.
Afar,Mamao aku; kaawale loa 'ku; poiuiu.
Rational,adj. Noonoo; ku i ka noonoo.
Muskmelon,Ipu ala.
Buggy,"Kaa lio lealea, e ha ona man huila."
Laceration,Ka haehae ana.
Dregs,Maku.
Astrologer,n. He kilo hoku'.
Anticipate,"An-tĭç'i-pāte, v. E manao lana. SYN. expect; hope for. 2. E kau nui ka manao maluna o ka pomaikai i manaoia e hiki mai ana. 3. E noonoo e mamua; e hoomakaukau e mamua. SYN. foresee."
Avoirdupois,"(ăv-er-dū-poiz) Avoirdupois weight, ke ana kaumaha no na kino nui."
Avoirdupois,"Ăv'oir-du-pois', (ăv-er-dū-poiz), a. Avoirdupois weight, ke ana kaumaha no na kino nui."
Ramble,E holoholo; e makaikai. SYN. stroll.
Cup,n. He apu; he kiaha.
Reverent,Manao hoomaikai.
Want,1. He nele; he ilihune. 2. Ka makemake.
Cockroach,Elelu'.
Interior,"1. Ko loko. Interior of the earth, ko loko o ka honua. SYN inside. 2. Iloko. Interior of the country, iloko o ka aina. 3. Kuloko. Interior affairs, na oihana kuloko. 4. Minister of the Interior, Kuhina Ka- lai Aina."
Discrepancy,Ka like ole o na olelo elua.
Persevere,E hoomanawanui.
May,n. Mahina o Mei.
May,"v. 1. Aeia. SYN. to be permitted. 2. Malia; paha. He may have gone, malia ua hala oia."
May,.
Envoy,He elele kiekie o ke aupuni. SYN. ambassador.
Mitre,1. Papale bihopa. 2. He hookui lepe i na apana laau elua.
Allude,E kuhikuhi. SYN. refer.
Build,"1. E kukulu. Build a house, e kukulu i hale. 2. E kapili. Build a vessel, e kapili moku."
Viper,Nahesa niho awa.
Tonic,Laau hooikaika kino.
Appraise,"Ap-prāise', v. E hooholo no ka waiwai o kekahi mea."
Scraper,Mea koekoe ; mea kolikoli.
Difficult,"1. Oolea; paakiki. A difficult question, he ninau paakiki. 2. Pilikia. A difficult place, he wahi pilikia."
Vote,E koho; e balota.
Vote,He koho; he balota. SYN. ballot.
Policy,1. He manao hooko. 2. Palapala panai ola.
Sustain,"1. E koo. SYN. support. 2. Sustain life, e pono ai ke ola."
Lose,1. E nalowTale: e lilo. 2. E poho'. 3. E haule.
Cluster,He huhui.
Surplus,Ke keu; ka mea i oi pakela.
Sickness,He mai; he nawaliwali.
Estimate,E noonoo no ka nui o kekahi mea.
Railroad,Alanui hao. SYN.tramway.
Into,Iloko.
Slim,"1. Wiwi. SYN. slender. 2. A slim dinner, aina lawa ole. 3. A slim congregation, he anaina kawalawala."
Saving,"2. Hoomakaulii. 2. A saving clause, he olelo e pakele ai."
Saving,Koe. SYN. except.
Dagger,n. Pahi oi lua.
Empty,"Nele; hakahaka; kaawale. An empty house, he hale kaawale. An empty head, he poo hakahaka; or, he poo nele i ka ike."
Empty,E ninini: e kiola aku.
Waiter,1. Mea lawelawe ma ka papa aina; he kuene. 2. He pa palahalaha mea lawe ai.
Furious,"1. Weliweli o ka huhu. 2. Ikaika loa; pukiki. A furious wind, makani pukiki."
Careful,Akahele; malama pono.
False,adj. Wahahee.
Enjoyment,He lealea; he olioli; he hauoli.
Stern,Ka hope o ka moku.
Stern,Oolea. SYN. severe; rigorous.
Sprawl,E moe moau.
Desk,Pahu palapala.
Pommel,Omuku noho lio.
Pommel,E kui. SYN. pound.
Jargon,Walaau maopopo ole; namunamu wale.
Swap,v. E panai waiwai; e kuapo. SYN. barter.
loser,"1. n., Ka mea nana ka poho'.<br>2. n., Ka mea nana ka mea i haule.<br> Papa helu loli"
Stop,1. E papani a paa. SYN. cause to cease flowing. 2. E hooki; e hoopau. SYN. cease. 3. Uoki.
Soothe,E hoomalielie; hoo-na. SYN. calm.
Dead,"adj. Make loa. The dead, ka poe make."
Learn,E ao; e imi naauao.
Urn,He ipu.
Lee,Aoao malalo o ka makani.
Rust,"He popo. Iron rust, kukaehao."
Solution,1. He wai a me kekahi mea e ae i kaawili pu ia. 2. He wehewehe ano.
Library,He waihona buke
Scowl,Hookuekue maka.
Dance,v. E hula; e haa.
Vaccinate,E o lima.
Definite,Maopopo. SYN exact.
Commercial,Pili i ka oihana kalepa.
Veranda,Lanai hale.
Gall,Ke au.
Gall,1. E hoopohole i ka ili. SYN. chafe. 2. E hoonaukiuki.
Endorse,1. E apono. 2. E kakau inoa ma ke kua o ka bila dala. 3. E kakau kokua i ka inoa ma ko hai bila aie'.
Realm,n. Aupuni moi.
Category,Kulana. SYN. state; condition.
Fort,Pa-kaua; papu'. SYN. fortress; fortification.
Beneath,"Be-nĕath',prep. Malalo iho; ilalo ae."
Beneath,Malalo iho; ilalo ae.
Vacancy,He hakahaka; wahi kaawale.
Foundation,He kumu; he kahua.
Conspiracy,n. 1. Ke kuka pu ana no ka poino o hai. 2. Ke kipi ana; ohumu kipi.
Repartee,He pane akamai.
Cutworm,n. He peelua.
French,"Farani. French language, olelo Farani."
Really,"adv. He oiaio. SYN, verily; truly."
Disqualify,"E hoole. Theft disqualifies a man for public office, o ka aihue ka mea e hoole ai i ke kanaka no ka oihana aupuni."
Grumble,"v., 1. E ohumu. 2. Grumble to one's self, e kinaunau."
Cornerstone,Pohaku kihi.
Sneeze,E ki'he.
Abstemious,1. Pakiko. 2. E umi ana i ke kuko.
Sire,1. He makuakane. 2. Inoa mahalo no ka moi.
Heaven,"Lani. Heavens, na aouli."
Jet,1. Pohaku eleele; hinuhinu. 2. Ka puai ana.
Provisional,Ku i ka wa.
Apron,"He epana; he pale lole no ke alo, e malama ana i ka maemae o ka aahu."
Minute,Uuku loa; makalii.
Minute,1. He minute. 2. Moolelo halawai.
Lid,Ke poi; ke pani. SYN. cover
Incomplete,Paahapa; paa pono ole. SYN. unfinished.
Rainbow,Anuenue.
Riot,He haunaele. SYN. tumult.
Cell,"1. Keena liilii. Prison cell, keena liilii o ka hale paahao. 2. Na pukapuka o ke kukae nalo meli. 3. Na pukapuka ma na mea ulu."
Certainly,"adv. 1. Io. It will certainly come to pass, e ko io ana ia mea. 1. Ae no paha. Please do me a favor? -Certainly, e oluolu oe e kokua iau? -Ae no paha. 3. Pela. Do you understand?-Certainly, ke hoomaopopo anei oe?-Pela."
Right,1. Ka pono; ka pololei. He kuleana. SYN. claim.
Right,E hooponopono; hoopololei.
Right,"1. Pono; pololei; kupono. 2. Akau. Right side, aoao akau."
Doctor,"1. Kahuna lapaau; kauka. 2. Doctor of Divinity, he kahuna akamai mai ma na mea o ka Baibala."
Shame,Hilahila; mea hilahila.
Delicious,Ono loa; mikomiko.
Impotent,Lolo.
Ogle,E awihi. SYN. look askance.
Tribute,Auhau.
Impossible,Ole loa e hiki.
Pursuit,1. Ka hahai ana; ka alualu ana. 2. He oihana. SYN. calling; occupation.
Amuse,"A-mūse', v. E hoolealea; e hooluolu; e paani pu."
Depend,"1; E kalele; e hilinai. SYN. rely. Depend on yourself, e hilinai oe iaoe iho. 2. E kali. It depends on the truth of the statement, ke kail nei kela no ka oiaio o ka haina."
Protest,He olelo hoohalahala; he olelo hoole.
Protest,E hoohalahala; e hoole.
Spike,Kui hao nunui.
Spike,"1. E kakia me ke kui hao nui. 2. Spike a gun, e kakia i kui hao ma ka puka ki o ka pukuniahi."
Wire,Uwea.
Flirt,n. He wahine hoomahie.
Housekeeper,Kahu malama hale.
Middleaged,Iwaena o ka wa ui me ka wa elemakule.
Beautiful,"adj. Nani; maikai; nonohea; onaona. A beautiful woman, he wahine nonohea; kalele'i; upalu. SYN. graceful. Beautifully formed, auliikolomanu. A beautiful sight, he nanaina nani; nanaina maikai."
Professor,1. Mea e hooia ana. 2. Kumu-ao no na lala kiekie o ka ike.
Smack,E muki'.
Smack,Moku liilii lawai'a.
Empower,E kau mana aku. SYN. authorize.
Heir,Hooilina.
Adverse,"Ku-e. An adverse decision, he olelo hooholo ku-e'. 2. In adverse circumstances, pilikia ka noho'na."
Shady,Malumalu.
Snail,Pupu kanioe.
Maniac,Kanaka pupule loa. SYN. madman.
Shoot,"1. E ki. Shoot from a gun, ki pu. 2. E nana. SYN. shoot from a bow. 3. E kupu. Shoot out of the ground, e kupu ae la."
Shoot,He oh a'; pohuli. SYN. sucker.
Tidings,Na lono; na nuhou. SYN. news.
Stutter,E olelo u-u'. SYN. stammer.
Mosquito,Makika.
Twofold,Pa-lua.
Intersection,"Ka oki like ana Point of intersection, kiko oki."
Something,Kekahi mea.
Youthful,"adj. Ui; opio; hou. Superlatively fine looking, kilakila."
Sordid,1. Alunu; puniwaiwai. SYN. covetous. 2. Paele; paumaele; haukae. SYN. filthy.
Bloodshot,"adj. Ula. Blood-shot eyes, na maka ulaula."
Stamp,1. E hehi. 2. E pai; e kau i poo leta.
Stamp,1. Hoailona pai. 2. Poo-leta. SYN. postage stamp.
Gourd,Ipu awa.
Lease,Palapala hoolimalima aina etc.
Lease,E hoolimalima aina.
Mad,1. Huhu loa. 2. Pupule.
Massacre,A' E luku wale.
Fierce,adj. Ahiu; hae. SYN. ferocious.
Square,1. Huina-ha-kupono; aoao like. 2. Hoopono; pololei. SYN. just; honest.
Square,"1. He huina-ha-kupono, aoao like. 2. He helu i hoonui iameia iho; he mana. 3. Kuea kamena'. 4. Wahi akea, kaawale iloko o ke kulanakauhale."
Legend,1. He olelo o ka wa kahiko. 2. He olelo pokole i kakau ia.
Jackass,Kekake kane.
Veteran,1. Koa kahiko. 2. Mea i maa; mea i walea.
Peace,Maluhia; kuikahi.
Alias,"Oia hoi; pili i ka lawe ana i ka inoa kapakapa. Brown alias Smith, o Baraunu, oia hoi o Kamika."
Chilly,adj. Koekoe; huihui; opili.
Bathe,v. E auau.
Joyful,Olioli; lealea; pihai ka hauoli.
During,Oiai; i ka wa.
Aspect,n. Hiohiona; he nanaina.
Regulation,1. Ka hooponopono ana. SYN. adjustment. 2. He rula. SYN. rule.
Stray,1. E auwana. SYN. wander. 2. E holoholo wale.
Absolution,Ke kala ana i ka hewa. SYN. pardon.
Sticky,Pipili.
Hearing,Ka lohe ana.
Interlace,E ulana; owili pu.
Hatred,Inaina; huahua'.
Lamp,Kukui; ipu kukui.
Justice,"1. Ke kaulike; ka hoopono. 2. Lunakanawai. Chief Justice, Lunakanawai Kiekie. 3. Police Justice, Lunakanawai Hoomalu."
Town,Kulanakauhale; he taona.
Controversy,n. He hoopaapaa.
Rage,"1. Huhu nui; keeo. 2. Kupikipiki-o'. The ocean's rage, ke kupikipikio o ke kai."
Wilt,E mae; luhe'; e mimino; lo'ha.
Wealth,"1. Waiwai. SYN. riches. 2. He lako. SYN. affluence. 3. Wealth of affection, ka nui o ke aloha."
Reckless,Noonoo ole. SYN. rash.
Palpitate,E konikoni; e kapalili.
Puddle,Kiowai.
Portion,Haawina; mahele; hapa.
Tray,Pa palahalaha; mea lawe pa.
Pier,Kahua uapo; he uapo moku.
Frolic,He paani lealea. SYN. sport.
Excess,1. Ka mea kaulele; ka oi. 2. Ka u'ha-u'ha. SYN. dissipation.
Thick,"adj. 1. Manoanoa. 2. Thick, as fluid, kuhu-a'. 3. Thick, as a cloud or darkness, panopano. 4. Thick, as a crowd, paapu."
Patent,Palapala hookuleana.
Patent,Moakaka. SYN. evident.
Disobedient,Konia; hookuli; kue' i ke kauoha.
Fungus,Pepeiao laau.
Tow,1. Kekahi ano olona'. 2. Hookolo moku.
Tow,E hookolo moku.
Arbitrary,"1. Mawaho o ke kanawai. 2. Mamuli o ka manao iho. An arbitrary person, he kanaka e hooko ana mamuli o kona manao wale iho no."
Curious,"adj. 1. Ake e ike. I am curious to know, e ake au e ike. 2. Ano e. A curious thing, he mea ano e. 3. Mahaoi. SYN. inquisitive."
Statue,Kii kalaiia.
Ferry,n. Waa halihali ma na muliwai me na kowa haiki.
Gaze,E haka pono ka maka.
Funny,Lealea; mea akaaka.
Busy,Paa i ka hana.
Ally,He hoa; he kokua.
Delay,E hoohakalia. SYN. procrastinate.
Delay,Hakalia; lolohe.
Arson,"n. Ka puhi kolohe ana i ka hale, a moku paha, i ke ahi."
Promiscuous,Huikau.
Prepare,v. E hoomakaukau; e lolii; e liuliu.
Nail,1. Kui kakia. 2. Maiuu; mikiau.
Nail,E kakia kui.
Savory,Ono; mikomiko.
Outlet,Wahi hookahe aku.
Operate,"1. E hana, SYN. work. 2. E nana, medical."
Crafty,adj. Maalea.
Condense,v. E kaomi iho.
Elegant,Nani; nonohe.
Fruitless,"1. Hua ole. A fruitless tree, he laau hua ole. 2. Ko ole; makehewa. A fruitless effort, he hoao makehewa."
Equipment,Na lako hoomakaukau.
Cable,"1. Kaula hao heleuma. 2. Kaula nunui no ka moku. 3. Telegraph cable, uea telegarapa i hoomoeia malalo o ka moana."
